"Codigo","Descripcion","lista3","Tipo","IVA","ROS","MZA","CBA","LUG","Grupo","Rubro","Part Number" 
"31025","DDR2 256MB KTH-ZD8000/256 KINGSTON","1.51","A","10.5","2","0","0","0","96","001-0590","KTH-ZD8000/256"
"34045","DDR2 512MB MEMORY RAM U4C40","1.85","A","10.5","0","0","0","6","90","002-0280","RAM(512MDDR2)"
"29179","DDR3 4GB 1600MHZ GENERICA PC 12800","20.5","A","10.5","6","0","0","0","1","002-0280","D3LD4G16BK"
"212535","DDR3 8GB ADATA 1600MHZ","24.64","A","10.5","27","16","31","848","787","002-0280","ADDU1600W8G11-S/B"
"210356","DDR4 16GB ADATA 3200MHZ","28.96","A","10.5","0","0","0","0","787","002-0280","AD4U320016G22-SGN"
"213725","DDR4 16GB ADATA XPG 3200MHZ SPECTRX D35G BLACK","30.47","A","10.5","0","0","1","19","787","002-0280","AX4U320016G16A-SBKD35"
"213724","DDR4 16GB ADATA XPG 3200MHZ SPECTRX D35G BLACK RGB","33.03","A","10.5","0","0","0","22","787","002-0280","AX4U320016G16A-SBKD35G"
"213725CA","DDR4 16GB ADATA XPG 3200MHZ SPECTRX D35G EXPO","28.95","A","10.5","0","0","0","1","787","002-0280","AX4U320016G16A-SBKD35CA"
"213149","DDR4 16GB ADATA XPG 3200MHZ SPECTRX D35G WHITE RGB","33.03","A","10.5","0","0","0","45","787","002-0280","AX4U320016G16A-SWHD35G"
"213145","DDR4 16GB ADATA XPG 3600MHZ SPECTRIX D60G RGB","46.1","A","10.5","2","0","0","1","787","002-0280","AX4U360016G18I-ST60"
"214314","DDR4 16GB HIKSEMI 3200MHZ ARMOR PURPLE","27.76","A","10.5","0","0","0","0","606","002-0280","324101124"
"213817","DDR4 16GB HIKSEMI 3200MHZ SINGLE TRAY","25.91","A","10.5","0","0","0","0","606","002-0280","324101117"
"HPE499","DDR4 16GB HPE 1Rx8 PC4-3200AA-E STND Kit","294.62","A","10.5","0","0","0","0","605","001-0523","P43019-B21"
"39418","DDR4 16GB KINGSTON 2666MHZ CL19 KVR 16GBITS","25.85","A","10.5","0","0","0","0","22","002-0280","KVR26N19S8/16"
"214022","DDR4 16GB KINGSTON 3200MHZ CL16 FURY BEAST RGB","40.85","A","10.5","0","0","0","0","22","002-0280","KF432C16BB2A/16"
"39419","DDR4 16GB KINGSTON 3200MHZ CL22 KVR","30.74","A","10.5","0","0","0","0","22","002-0280","KVR32N22S8/16"
"53621","DDR4 16GB KINGSTON 3200MHZ FURY BEAST WHITE RGB","41.85","A","10.5","2","0","15","0","22","002-0280","KF432C16BWA/16"
"53131","DDR4 16GB KINGSTON 3600MHZ FURY BEAST BLACK","38.61","A","10.5","0","1","0","0","22","002-0280","KF436C18BB/16"
"213661","DDR4 16GB KINGSTON 3600MHZ FURY BEAST RGB","45.35","A","10.5","1","0","0","0","22","002-0280","KF436C18BB2A/16"
"213671","DDR4 16GB P/DELL SERVER 3200MHZ KINGSTON","80.85","A","10.5","0","0","0","6","27","001-0590","KTD-PE432D8P/16G"
"213672","DDR4 16GB P/DELL SERVER 3200MHZ KINGSTON","80.85","A","10.5","0","0","0","6","27","001-0590","KTD-PE432D8/16G"
"213670","DDR4 16GB P/HP SERVER 3200MHZ KINGSTON","80.85","A","10.5","0","0","0","1","27","001-0590","KTH-PL432/16G"
"213146","DDR4 32GB ADATA 3200MHZ","53.68","A","10.5","4","4","0","25","787","002-0280","AD4U320032G22-SGN"
"214138","DDR4 32GB ADATA XPG 3200MHZ SPECTRX D35G BLACK","66.52","A","10.5","3","1","0","9","787","002-0280","AX4U320032G16A-SBKD35"
"214139","DDR4 32GB ADATA XPG 3200MHZ SPECTRX D35G BLACK RGB","69.18","A","10.5","4","2","2","1","787","002-0280","AX4U320032G16A-SBKD35G"
"213150","DDR4 32GB ADATA XPG 3200MHZ SPECTRX D35G WHITE RGB","69.16","A","10.5","4","2","4","4","787","002-0280","AX4U320032G16A-SWHD35G"
"214312","DDR4 32GB HIKSEMI 3200MHZ FUTURE BLACK","62.8","A","10.5","2","3","8","62","606","002-0280","324102114"
"214313","DDR4 32GB HIKSEMI 3200MHZ FUTURE RGB","66.11","A","10.5","10","4","8","64","606","002-0280","324102043"
"214038","DDR4 32GB HIKSEMI 3200MHZ SINGLE TRAY","59.5","A","10.5","37","15","6","51","606","002-0280","324102482"
"HPE151","DDR4 32GB HPE 2Rx4 PC4-2933Y-R Smart Kit","250.81","A","10.5","0","0","0","75","605","001-0523","P00924-B21"
"HPE498","DDR4 32GB HPE 2Rx4 PC4-3200AA-R Smart Kit","218.02","A","10.5","0","0","0","54","605","001-0523","P06033-B21"
"HPE517","DDR4 32GB HPE 2Rx4 PC4-3200AA-R Smart Kit AMD","321.91","A","10.5","0","0","0","70","605","001-0523","P07646-B21"
"HPE848","DDR4 32GB HPE 2Rx8 PC5-4800B-R Smart Kit AMD","1488.3","A","10.5","0","0","0","18","605","001-0523","P50311-B21"
"49309","DDR4 32GB KINGSTON 3200MHZ CL16 FURY BEAST BLACK","64.65","A","10.5","6","0","0","-1","22","002-0280","KF432C16BB/32"
"213662","DDR4 32GB KINGSTON 3200MHZ CL16 FURY BEAST RGB","72.25","A","10.5","2","6","0","13","22","002-0280","KF432C16BB2A/32"
"213662CA","DDR4 32GB KINGSTON 3200MHZ CL16 FURY BEAST RGB EXP","68.88","A","10.5","1","0","0","0","22","002-0280","KF432C16BB2A/32CA"
"214243","DDR4 32GB KINGSTON 3200MHZ CL22 KVR","64.19","A","10.5","10","5","0","33","22","002-0280","KVR32N22D8/32"
"213663","DDR4 32GB KINGSTON 3600MHZ FURY RENEGADE","75.82","A","10.5","0","3","2","6","22","002-0280","KF436C18RB2/32"
"213673","DDR4 32GB P/DELL SERVER 3200MHZ KINGSTON","148.18","A","10.5","0","0","0","7","27","001-0590","KTD-PE432/32G"
"53051","DDR4 4GB ADATA 2666MHZ CL19","8.85","A","10.5","5","0","0","0","787","002-0280","AD4U26664G19-RGN"
"48783","DDR4 4GB ADATA 2666MHZ CL19 SINGLE TRAY","8.85","A","10.5","40","6","7","1135","787","002-0280","AD4U26664G19-SGN"
"210280","DDR4 4GB ADATA 2666MHZ CL19 SINGLE TRAY (L)","8.85","A","10.5","12","0","79","759","787","002-0280","AD4U26664G19-SGN"
"53772","DDR4 4GB HIKVISION 2666MHZ CL19 SINGLE TRAY","8.5","A","10.5","114","44","68","1207","606","002-0280","324100503"
"36792","DDR4 4GB KINGSTON 2666MHZ CL16 HYPERX FURY BLACK","14.16","A","10.5","0","0","0","12","22","002-0280","HX426C16FB3/4"
"35767","DDR4 4GB KINGSTON 2666MHZ CL19 KVR","11.8","A","10.5","60","1","31","460","22","002-0280","KVR26N19S6/4"
"39421","DDR4 4GB KINGSTON 3200MHZ CL16 HYPERX FURY BLACK","15.34","A","10.5","1","0","1","0","22","002-0280","HX432C16FB3/4"
"29103","DDR4 4GB RAMAXEL 2666MHZ","8.26","A","10.5","4","0","0","0","239","001-0280","01AG830"
"49324","DDR4 8GB ADATA 2666MHZ CL19 SINGLE TRAY","11.33","A","10.5","1","0","74","2804","787","002-0280","AD4U26668G19-SGN"
"210355","DDR4 8GB ADATA 3200MHZ","14.49","A","10.5","108","47","138","390","787","002-0280","AD4U32008G22-SGN"
"214315","DDR4 8GB HIKSEMI 3200MHZ ARMOR BLACK","15.72","A","10.5","177","16","22","924","606","002-0280","324102141"
"212937","DDR4 8GB HIKSEMI 3200MHZ SINGLE TRAY","15.3","A","10.5","157","0","0","1768","606","002-0280","324101116"
"49311","DDR4 8GB KINGSTON 3200MHZ CL16 FURY BEAST BLACK","19.57","A","10.5","2","0","0","0","22","002-0280","KF432C16BB/8"
"49313","DDR4 8GB KINGSTON 3200MHZ CL16 FURY BEAST RGB","23.36","A","10.5","21","0","0","1744","22","002-0280","KF432C16BBA/8"
"210049","DDR4 8GB KINGSTON 3200MHZ CL22 KVR","12.58","A","10.5","0","-5","0","0","22","002-0280","KVR32N22S6/8"
"49317","DDR4 8GB KINGSTON 3600MHZ CL17 FURY BEAST RGB","25.44","A","10.5","0","0","18","496","22","002-0280","KF436C17BBA/8"
"214019","DDR5 16GB KINGSTON 6800MHZ CL34 FURY BEAST BLACK","92.35","A","10.5","0","0","0","0","22","002-0280","KF568C34BB-16"
"212538","DDR5 32GB ADATA 5600MHZ XPG LANCER","114.04","A","10.5","0","0","0","0","787","002-0280","AX5U5600C3632G-CLABK"
"213933","DDR5 32GB ADATA 6000MHZ XPG LANCER","127.38","A","10.5","0","0","0","0","787","002-0280","AX5U6000C3032G-CLARBK"
"213840","DDR5 32GB KINGSTON 5600MHZ FURY BEAST BLACK RGB","109.87","A","10.5","0","0","0","0","22","002-0280","KF556C40BBA-32"
"214015","DDR5 32GB KINGSTON 6000MHZ CL30 FURY BEAST BLACK","118.26","A","10.5","0","0","0","0","22","002-0280","KF560C30BB-32"
"214021","DDR5 32GB KINGSTON 6400MHZ FURY BEAST BLACK RGB","139.03","A","10.5","0","0","0","0","22","002-0280","KF564C32BBA-32"
"53705","DELL  Riser Config 6, 1xOCP 3.0(x16)+ 1x16LP","55.69","A","10.5","0","0","0","0","155","001-0010","540-BDCI"
"53714","DELL 480GB,2E,IT06,M.2 Single Stick, CK","259.88","A","10.5","0","0","0","14","155","001-0526","400-BLCK"
"53711","DELL BOSS Controller Card, Blade, CK","62.62","A","10.5","0","0","0","4","155","001-0526","403-BBYO"
"53710","DELL BOSS Controller Card, Full Height - T150","66.24","A","10.5","0","0","0","7","155","001-0526","403-BCHD"
"53713","DELL BOSS S2 Cables for R750xs and R550","25.33","A","21","0","0","0","7","155","001-0526","470-AFFK"
"53712","DELL BOSS-S2 controller card without cable, Custom","129.91","A","10.5","0","0","0","8","155","001-0526","403-BCMD"
"29489","DELL COOLER HEAT SINK PARA EL SEGUNDO CPU R440","34.56","A","10.5","0","0","0","4","155","001-0332","412-AALK"
"212092","Dell FUENTE 800-Watt Power Supply Non-Redundant","162.22","A","10.5","0","0","0","3","155","001-0529"," 450-AIYX/F4NXJ/450-AKMI"
"53703","DELL Heatsink for 1 CPU - LESS THAN 165W","26.58","A","10.5","0","0","0","8","155","001-0010","412-AAVE"
"213113","DELL OPTICS FOR ALL SFP+ PORTS EXCEPT HIGH TEMP","26.71","A","21","0","0","0","20","155","001-1055","407-BCBN"
"212596","DELL RISER PARA PLACA BOSS (R450)","35.01","A","10.5","0","0","0","3","155","001-0010","540-BDCH"
"53704","DELL Standar fan cuskit - R450 (2 FAN X CPU)","21.56","A","21","0","0","0","3","155","001-0010","384-BCZS"
"213115","DELL Standar fan cuskit - R450 (2 FAN X CPU) X 2","20.27","A","10.5","0","0","0","6","155","001-0010","384-BCZQ"
"213116","Dell Standard Fan for PowerEdge R7525 V3 R750","20.15","A","21","0","0","0","6","155","001-0010","121-BBBJ"
"46552","DIGITAL FOTO SONY UP-DR200","354.7","A","10.5","0","0","0","1","34","001-0601","UP-DR200"
"2912","DIMM 128MB PC100 KINGSTON CL3 - DISCONTINUADA","2.56","A","10.5","1","0","0","0","22","002-0280","KVR100X64C3/128"
"HPE496","Disipador HPE DL360 Gen10+ Standard Heatsink Kit","61.95","A","10.5","0","0","0","0","605","001-0500","P37863-B21"
"HPE497","Disipador HPE DL380 Gen10+ Standard Heatsink Kit","52.91","A","10.5","0","0","0","3","605","001-0500","P37034-B21"
"30911","DISK IOMEGA ZIP 100MB PC/MAC X3","32.76","A","21","0","0","1","0","55","001-0150",""
"2811","DISKETTE 230 MB SYQUEST","12.6","A","21","3","0","0","0","1","001-0335",""
"2813","DISKETTE 270 MB SYQUEST","49.01","A","21","3","0","0","0","1","001-0335",""
"2817","DISKETTE 540 MB NOMAI","57.08","A","21","2","0","0","0","1","001-0335",""
"1950","DISKETTE OPTICO REGRABABLE 230 MB (3 1/2","2.24","A","21","7","0","0","0","1","001-0335",""
"32359","DIVISOR 3 VIAS SPLITTER","51.43","A","21","0","1","0","0","117","001-0055","RSPL324G"
"4010","DRIVE  1.44 PERFORMANCE BLACK","1.13","A","10.5","74","40","65","715","103","001-0150","FD-235HF-C929"
"33304","DRIVE 1.44 NOGANET BEIGE","1.06","A","10.5","0","0","2","0","32","001-0150",""
"2810","DRIVE 1.44 NOGANET BLACK","6.41","A","10.5","0","0","1","0","158","001-0150",""
"4480","DRIVE 1.44 SABRENT EXTERNA USB BLACK","1.08","A","10.5","0","0","0","0","369","001-0071","SBT-UFDB"
"HPE227","DRIVE HPE MSL LTO-8 SAS Drive Upgrade Kit","9160.37","A","10.5","0","0","0","0","605","001-0521","Q6Q68A"
"HPE476","DRIVE HPE MSL LTO-9 45000 SAS Drive Upgrade Kit","9088.07","A","10.5","0","0","0","1","605","001-0521","R6Q75A"
"19837","DRIVE U DISK FRIVER P/MINI PC SIRIUS","21.62","A","21","1","0","0","0","90","003-0800",""
"16888","DRUM BROTHER DR-1060 10,000 PAG","67.24","A","21","2","0","2","7","20","001-0258","DR1060"
"19298","DRUM BROTHER DR-2340 12,000 PAG","89.24","A","21","0","0","1","8","20","001-0258","DR2340"
"23634","DRUM BROTHER DR-3460 50,000 PAG","103.96","A","21","1","1","2","5","20","001-0258","DR3460"
"7383","DRUM BROTHER DR-420 12,000 PAG","120.19","A","21","0","0","0","8","20","001-0258","DR420"
"43561","DRUM SAMSUNG CLP-R300A/XAA CAJA DAÑADA","12.14","A","21","0","0","0","3","24","001-0613","CLP-R300A/XAA"
"35370","DVD FRONT LENOVO IO CAGE STD x3550 M5","38.72","A","10.5","0","0","0","4","250","001-0500","00MV367"
"35369","DVD FRONT LENOVO IO CAGE x3650 M5","56.87","A","10.5","0","0","0","6","250","001-0500","00YD070"
"44888","DVD VIRGEN HP REWRITABLE 4X +RW SPINDLE X25","13.02","A","21","1","0","0","0","18","001-0140","66000084195"
"26257","DVDRW SATA LENOVO Ultra-Slim PARA X3250 M5","45.98","A","10.5","0","0","0","2","250","001-0500","00MV945"
"50197","ECS BATERIA LI ION ES1 4400  (G320)","202.82","A","21","1","0","3","2","1","001-0010",""
"213457","ENCHUFE NEXXT SMART NHP-S820 WIFI","9.9","A","21","6","3","8","160","781","001-0212","NHP-S820"
"1291","EPS0N TONER S050016 C8000-C8200 AMARILLO","16.1","A","21","0","0","0","2","1","001-0258","S050016"
"32131","EPS0N TONER S050188 MAGENTA AL- CX11NF(4000 COPIAS","4.99","A","21","0","0","0","3","1","001-0258","S050188"
"32136","EPS0N TONER S050192 MAGENTA AL- CX11NF(1500 CPS)","4.99","A","21","0","0","0","1","1","001-0258","S050192"
"32137","EPS0N TONER S050193 CYAN AL- CX11NF (1500 COPIAS)","14.97","A","21","0","0","0","2","1","001-0258","C13S050193"
"31907","EPS0N-T054720 ROJO R800/1800 VENCIDO!!","1.21","A","10.5","0","3","0","0","15","001-0255","T054720-AL"
"2596","EPS0N-T054920 AZUL R800/1800  S/CAJA- VENCIDO","1.18","A","10.5","0","0","24","0","15","001-0255","T054920-AL"
"31908","EPS0N-T054920 AZUL R800/1800 VENCIDO!!","1.18","A","10.5","0","3","0","0","15","001-0255","T054920-AL"
"41185","EPS0N-T082120AL NEGRO R270/R290/RX610/T50/TX720WD","1.21","A","10.5","0","1","0","0","1","001-0255","T082120-AL"
"41186","EPS0N-T082220AL CYAN R270/R290/RX610/T50/TX720WD","1.21","A","10.5","0","0","0","1","1","001-0255","T082220-AL"
